time	date	datetime	milliseconds	mean	median	upper	lower
2023.6082191780822	2023-08-10	2023-08-10T05:00:00	1691643600002	0.5567394114240694	0.5027029946094727	41.38489248944617	0.008086960961007176
2023.5903403902034	2023-08-03	2023-08-03T16:22:54	1691079774548	0.5343694257127864	0.42788160559635663	23.15515680445862	0.01870519341992756
2023.5724616023247	2023-07-28	2023-07-28T03:45:49	1690515949094	0.4599186287282583	0.3821594468547002	12.550718023651246	0.0201469262051206
2023.554582814446	2023-07-21	2023-07-21T15:08:43	1689952123640	0.3427368748319285	0.2792800225117234	7.770084901494331	0.018778765189080972
2023.5367040265671	2023-07-15	2023-07-15T02:31:38	1689388298185	0.2620690641781544	0.22068535248325624	5.213602575947864	0.016299231214789798
2023.5188252386884	2023-07-08	2023-07-08T13:54:32	1688824472731	0.20221396020291332	0.18916317086193168	4.177836197615658	0.0123572215359497
2023.5009464508096	2023-07-02	2023-07-02T01:17:27	1688260647276	0.1540690400295682	0.14251251880453303	2.981657175425282	0.009563549981201059
2023.4830676629308	2023-06-25	2023-06-25T12:40:21	1687696821822	0.13168046286918503	0.1260354376599683	1.964873252996435	0.008999085541326312
2023.465188875052	2023-06-19	2023-06-19T00:03:16	1687132996367	0.1208065783507133	0.11061240303818501	1.2986432771091294	0.010513374168411522
2023.4473100871733	2023-06-12	2023-06-12T11:26:10	1686569170913	0.11359623218004108	0.10717959048703699	1.1062267745163106	0.009766816482957416
2023.4294312992945	2023-06-05	2023-06-05T22:49:05	1686005345458	0.11652519671657585	0.10974220320266993	1.4369234196524803	0.012240472490389065
2023.4115525114157	2023-05-30	2023-05-30T10:12:00	1685441520004	0.16477270376559602	0.15689413976487648	2.1168332162675587	0.010255603814721116
2023.393673723537	2023-05-23	2023-05-23T21:34:54	1684877694549	0.31545532077186217	0.2780832708568201	7.097056937897961	0.022914372252455868
2023.3757949356582	2023-05-17	2023-05-17T08:57:49	1684313869095	0.7555060319961974	0.6446300938218168	13.707481709358916	0.059903526851271524
2023.3579161477794	2023-05-10	2023-05-10T20:20:43	1683750043641	1.6123050761240627	1.3161764841283246	25.802742740796173	0.11380275275423847
2023.3400373599006	2023-05-04	2023-05-04T07:43:38	1683186218186	3.0911573398301595	2.61600692182805	52.55774534067363	0.18123404455163347
2023.3221585720219	2023-04-27	2023-04-27T19:06:32	1682622392732	5.590194456295799	4.495938005337218	143.43571459249566	0.2624359964984569
2023.304279784143	2023-04-21	2023-04-21T06:29:27	1682058567277	8.80521371106517	6.769107465713306	282.1786112418117	0.5068486566759837
2023.2864009962643	2023-04-14	2023-04-14T17:52:21	1681494741823	13.438741740268606	10.355494123567315	299.12910977478333	0.7675616614380748
2023.2685222083855	2023-04-08	2023-04-08T05:15:16	1680930916368	16.50837339388191	12.99388609821826	387.98763896068454	1.3485841678251604
2023.2506434205068	2023-04-01	2023-04-01T16:38:10	1680367090914	16.12776114011426	13.152240442751262	263.3558131591	1.3462041232351147
