time	date	datetime	milliseconds	mean	median	upper	lower
2023.6082	2023-08-10	2023-08-10T04:49:55	1691642995600	2.2369488400562374	1.431210401564465	631.1203095021053	0.020882371198657552
2023.5720775510204	2023-07-28	2023-07-28T00:23:58	1690503838050	1.3351690807551546	0.9275498127039249	443.5070042612578	0.008902515432460798
2023.5359551020408	2023-07-14	2023-07-14T19:58:00	1689364680500	0.7339906284467321	0.5674768612067113	272.9667848010123	0.0073863482126699485
2023.4998326530613	2023-07-01	2023-07-01T15:32:02	1688225522949	0.6639952896330167	0.5448636113505605	133.63754927974355	0.0028988656002188165
2023.4637102040817	2023-06-18	2023-06-18T11:06:05	1687086365398	1.0562594533072882	0.9326944883479797	204.7153105718741	0.006477133629388956
2023.4275877551022	2023-06-05	2023-06-05T06:40:07	1685947207847	2.830495506688792	2.3595122310135217	559.4781955432069	0.01848121528069076
2023.3914653061227	2023-05-23	2023-05-23T02:14:10	1684808050296	9.959047752109178	7.145590546094176	1743.2619015825621	0.1295852506531334
2023.3553428571431	2023-05-09	2023-05-09T21:48:12	1683668892745	28.225063146670028	21.026463826823996	3510.1397887967387	0.3473201412499332
2023.3192204081636	2023-04-26	2023-04-26T17:22:15	1682529735194	62.86339223709759	45.746518969516615	6898.179498492238	0.8980879430434556
2023.283097959184	2023-04-13	2023-04-13T12:56:17	1681390577643	112.38344795901504	79.37620510304743	10474.76434989848	2.196632420007959
2023.2469755102045	2023-03-31	2023-03-31T08:30:20	1680251420092	142.45705449997163	97.67235903954868	13573.392286332519	4.1559673576132035
2023.210853061225	2023-03-18	2023-03-18T04:04:22	1679112262541	122.71053438994234	84.33029593204073	8947.713863910512	3.1453390362578157
2023.1747306122454	2023-03-04	2023-03-04T23:38:24	1677973104990	75.34853140514278	54.61535765664998	4606.952062132767	2.239053304336325
2023.1386081632659	2023-02-19	2023-02-19T19:12:27	1676833947439	46.023824598175146	32.51812781155869	1385.7451047334848	2.811637589872764
2023.1024857142863	2023-02-06	2023-02-06T14:46:29	1675694789888	39.06838095179736	33.12857989512279	549.8865766182479	3.257635758692953
2023.0663632653068	2023-01-24	2023-01-24T10:20:32	1674555632337	13.979343307901372	11.000625619600743	274.28739052811164	1.2547937089936152
2023.0302408163273	2023-01-11	2023-01-11T05:54:34	1673416474786	11.306021308980807	8.79941468987206	151.0903468966856	1.3668840170656233
2022.9941183673477	2022-12-29	2022-12-29T01:28:37	1672277317235	21.83863202724682	15.844347376294518	581.3940160130932	1.9579801369292118
2022.9579959183682	2022-12-15	2022-12-15T21:02:39	1671138159684	61.733327732982154	46.08823675193787	2011.9575164056935	3.332301839738905
2022.9218734693886	2022-12-02	2022-12-02T16:36:42	1669999002133	91.38093896569679	66.44007504161645	3315.513562961717	3.278265784724184
2022.885751020409	2022-11-19	2022-11-19T12:10:44	1668859844582	110.26748620290125	78.54013166312814	3568.9398453242634	6.5874337727117975
2022.8496285714295	2022-11-06	2022-11-06T07:44:47	1667720687031	75.47046257546185	59.549404493905435	1243.517453545908	7.175616733157712
2022.81350612245	2022-10-24	2022-10-24T03:18:49	1666581529480	21.67243288606672	16.579972427166442	304.5666540831823	2.4069552519949178
2022.7773836734705	2022-10-10	2022-10-10T22:52:51	1665442371929	29.754267628571686	24.17117873560624	378.3400784115714	3.121916472031459
2022.741261224491	2022-09-27	2022-09-27T18:26:54	1664303214378	69.44464182884136	55.94953952781064	1201.5004955477762	5.918207872461055
2022.7051387755114	2022-09-14	2022-09-14T14:00:56	1663164056827	91.86445649277823	73.63640326508343	1680.099466318329	7.208628642534746
2022.6690163265318	2022-09-01	2022-09-01T09:34:59	1662024899276	32.795080698156106	26.352710709517577	451.1864325315871	2.8413559076292763
2022.6328938775523	2022-08-19	2022-08-19T05:09:01	1660885741725	2.499349125112682	1.7349463042246265	30.123897028177595	0.7197171897016889
2022.5967714285728	2022-08-06	2022-08-06T00:43:04	1659746584174	7.438939760636118	5.9559893460459294	87.76806961334113	1.0744493503278982
2022.5606489795932	2022-07-23	2022-07-23T20:17:06	1658607426623	22.15578989969229	18.125435187088993	434.79526074162413	1.8148516081259898
2022.5245265306137	2022-07-10	2022-07-10T15:51:09	1657468269072	33.646509213376085	25.693181225714177	693.7796483475548	2.2341821068470185
2022.4884040816341	2022-06-27	2022-06-27T11:25:11	1656329111521	37.38505300468632	27.699886752567213	653.163263185181	2.221431408990365
2022.4522816326546	2022-06-14	2022-06-14T06:59:13	1655189953970	11.077401351887433	9.05381435249869	113.60226318050437	1.550657527132887
2022.416159183675	2022-06-01	2022-06-01T02:33:16	1654050796419	3.315598254905933	2.9058473348372145	14.038165113044233	0.9141580522866382
2022.3800367346955	2022-05-18	2022-05-18T22:07:18	1652911638868	2.1247544415448383	1.944137587073477	7.457937888695829	0.71543223824227
2022.343914285716	2022-05-05	2022-05-05T17:41:21	1651772481317	2.075554964878616	1.9795434090473911	4.37829989605871	1.0046951618779771
2022.3077918367364	2022-04-22	2022-04-22T13:15:23	1650633323766	22.77041982927815	19.76863821151852	106.77480375047908	6.505385222601728
2022.271669387757	2022-04-09	2022-04-09T08:49:26	1649494166215	52.011450433234295	46.45311303621692	210.45821668348262	17.033180095350623
2022.2355469387774	2022-03-27	2022-03-27T04:23:28	1648355008664	146.4560636232698	126.31436618289786	879.6590223372087	29.949008048786794
2022.1994244897978	2022-03-13	2022-03-13T23:57:31	1647215851113	94.55716955509467	80.43422083761438	542.6319899693234	20.712148993335433
2022.1633020408183	2022-02-28	2022-02-28T19:31:33	1646076693562	14.776268888913517	13.956609964593245	58.49398419742192	3.242602865351995
2022.1271795918387	2022-02-15	2022-02-15T15:05:36	1644937536011	0.9173268158448995	0.801462062096479	1.6684424710629293	0.4061102433548844
2022.0910571428592	2022-02-02	2022-02-02T10:39:38	1643798378460	6.347661628824921	5.202451993218717	55.625185864852156	0.9187151691877657
2022.0549346938797	2022-01-20	2022-01-20T06:13:40	1642659220909	1.266913511657767	1.0049033380922452	4.204401871274915	0.400141325204017
2022.0188122449001	2022-01-07	2022-01-07T01:47:43	1641520063358	10.78339120569164	8.670798796376992	166.7863280724771	1.555877720765524
2021.9826897959206	2021-12-24	2021-12-24T21:21:45	1640380905807	12.04114131610232	9.736268114378813	232.2674455445284	1.102540595760805
2021.946567346941	2021-12-11	2021-12-11T16:55:48	1639241748256	3.7613936591331125	3.05126468258103	172.78108818849532	0.1911175428015997
2021.9104448979615	2021-11-28	2021-11-28T12:29:50	1638102590705	0.6730713481311442	0.5880408083196861	22.043891076363142	0.032631418224384326
2021.874322448982	2021-11-15	2021-11-15T08:03:53	1636963433154	0.129838989934031	0.1067133140102013	1.2007141937749495	0.019473161540659645
2021.8382000000024	2021-11-02	2021-11-02T03:37:55	1635824275603	0.30454651187186266	0.3025828483081967	1.6314252586239693	0.07529650087284095
2021.8382000000024	2021-11-02	2021-11-02T03:37:55	1635824275603	0.30454651187186266	0.3025828483081967	1.6314252586239693	0.07529650087284095
2021.8020775510229	2021-10-19	2021-10-19T23:11:58	1634685118052	0.30454651187186266	0.3025828483081967	1.6314252586239693	0.07529650087284095
2021.7659551020433	2021-10-06	2021-10-06T18:46:00	1633545960501	0.30454651187186266	0.3025828483081967	1.6314252586239693	0.07529650087284095
