time	date	datetime	milliseconds	mean	median	upper	lower
2023.6082191780822	2023-08-10	2023-08-10T05:00:00	1691643600755	3.4078970258880235	2.414466066279059	510.6336658476478	0.06913249421379263
2023.5903403902034	2023-08-03	2023-08-03T16:22:55	1691079775300	3.064204293120176	2.2651207449882826	296.53616716405236	0.08168844412625866
2023.5724616023247	2023-07-28	2023-07-28T03:45:49	1690515949845	2.5325468857069877	1.8809217705456964	117.63805059717448	0.06201755450051152
2023.554582814446	2023-07-21	2023-07-21T15:08:44	1689952124391	1.902429411431323	1.4647530887493356	123.37299678646039	0.05349937246958037
2023.5367040265671	2023-07-15	2023-07-15T02:31:38	1689388298936	1.2398433784470586	0.9689993586138953	56.15762001572392	0.02632899360390446
2023.5188252386884	2023-07-08	2023-07-08T13:54:33	1688824473482	0.7250474495001517	0.6136493146854219	44.82001656898827	0.01687722444489229
2023.5009464508096	2023-07-02	2023-07-02T01:17:28	1688260648027	0.4346811982360569	0.3581644761279672	25.734539786701866	0.012209754239249969
2023.4830676629308	2023-06-25	2023-06-25T12:40:22	1687696822574	0.3034177408733742	0.2564595178022011	10.396212438079608	0.01114972023232813
2023.465188875052	2023-06-19	2023-06-19T00:03:17	1687132997119	0.2633505475964589	0.21353124455397307	5.321503878762329	0.01655019822600695
2023.4473100871733	2023-06-12	2023-06-12T11:26:11	1686569171665	0.201336478258694	0.17388817377491542	3.103279325931494	0.01950255404203499
2023.4294312992945	2023-06-05	2023-06-05T22:49:06	1686005346210	0.12582000851742925	0.11473594588929105	1.5085993121233956	0.014600051074176763
2023.4115525114157	2023-05-30	2023-05-30T10:12:00	1685441520756	0.12649993840829926	0.12308024654135673	1.1822859675304582	0.01318733420548505
2023.393673723537	2023-05-23	2023-05-23T21:34:55	1684877695301	0.20804235301007504	0.19382400868458594	2.5730851942270165	0.01963757079587829
2023.3757949356582	2023-05-17	2023-05-17T08:57:49	1684313869846	0.4937382022497186	0.44649074917826603	5.61162652470303	0.05076605942485657
2023.3579161477794	2023-05-10	2023-05-10T20:20:44	1683750044392	1.0959763163840184	0.9812842206547248	16.09279561293092	0.1004306479815821
2023.3400373599006	2023-05-04	2023-05-04T07:43:38	1683186218937	2.179355280252529	1.8813654098925026	34.44814944645614	0.16570345247367857
2023.3221585720219	2023-04-27	2023-04-27T19:06:33	1682622393483	3.8369308757505545	3.179403781947071	70.33511712906795	0.23039278975148297
2023.304279784143	2023-04-21	2023-04-21T06:29:28	1682058568028	7.1025939537524465	5.871642674529688	130.7998977725122	0.5497775436134242
2023.2864009962643	2023-04-14	2023-04-14T17:52:22	1681494742574	12.485878851879022	10.31509387472477	177.3270523466388	1.0275211891649276
2023.2685222083855	2023-04-08	2023-04-08T05:15:17	1680930917119	18.440117858706262	15.237037741693914	288.7355679429776	1.9119328605258452
2023.2506434205068	2023-04-01	2023-04-01T16:38:11	1680367091665	22.13671801559861	18.333808804276988	348.4386830847012	1.6885369649613307
2023.232764632628	2023-03-26	2023-03-26T04:01:06	1679803266210	26.476611864781038	22.049829074769125	378.00225614098446	2.398237719511114
2023.2148858447492	2023-03-19	2023-03-19T15:24:00	1679239440756	29.911970036501486	24.810387851530372	381.7374740679938	3.2505359633139643
2023.1970070568705	2023-03-13	2023-03-13T02:46:55	1678675615301	31.456860272548543	27.53405174428805	433.888129759013	3.6369881011419376
2023.1791282689917	2023-03-06	2023-03-06T14:09:49	1678111789846	31.66769949785183	26.758628710099288	461.9851431391586	3.628795254052092
2023.161249481113	2023-02-28	2023-02-28T01:32:44	1677547964393	27.026240071645468	22.716560558473752	353.54816737065727	2.6448596395869086
2023.1433706932341	2023-02-21	2023-02-21T12:55:38	1676984138938	28.01759683315524	24.02955484107988	325.4189781905622	2.6230216786203924
2023.1254919053554	2023-02-15	2023-02-15T00:18:33	1676420313484	34.25133135188623	30.093064881132584	421.76095944782946	4.10071614505763
2023.1076131174766	2023-02-08	2023-02-08T11:41:28	1675856488029	42.59547693741523	37.82491482169816	428.11648946330985	6.58667603392641
2023.0897343295978	2023-02-01	2023-02-01T23:04:22	1675292662575	41.97889850755765	36.0753026502152	411.9202131362221	5.7839861391209775
2023.071855541719	2023-01-26	2023-01-26T10:27:17	1674728837120	37.09935306530719	32.46088969773174	312.3523258998139	4.687111359979521
2023.0539767538403	2023-01-19	2023-01-19T21:50:11	1674165011666	31.6270266670778	28.52050087138086	266.3990098240993	3.4259801850599816
2023.0360979659615	2023-01-13	2023-01-13T09:13:06	1673601186211	28.170772852166955	25.29673530335517	253.18613962277476	3.9036312270691664
2023.0182191780827	2023-01-06	2023-01-06T20:36:00	1673037360757	25.22052862271492	22.30489886836596	248.1119196268661	3.726723022490033
2023.000340390204	2022-12-31	2022-12-31T07:58:55	1672473535302	20.787375485104683	18.703530610342696	164.22336192331258	3.596486770778404
2022.9824616023252	2022-12-24	2022-12-24T19:21:49	1671909709847	15.63119997331174	14.19961261674106	106.54060809102558	2.114521398901052
2022.9645828144464	2022-12-18	2022-12-18T06:44:44	1671345884393	18.333781400933738	16.438134071753446	130.80924322647144	3.232456963210026
2022.9467040265677	2022-12-11	2022-12-11T18:07:38	1670782058938	23.184921851419602	20.87170928198606	184.51778912084032	3.6802553880033275
2022.928825238689	2022-12-05	2022-12-05T05:30:33	1670218233484	28.886237240652207	25.669556093432302	241.1467283950494	4.283150988059889
2022.9109464508101	2022-11-28	2022-11-28T16:53:28	1669654408029	34.62386476986601	30.362756166021395	287.21445663339966	3.966768082974058
