"state","county","date_collected","date_detected","hpai_strain","species"
"Wisconsin","Lincoln","5/5/2022","5/24/2022","EA H5N1","Bobcat"
"Wisconsin","Lincoln","4/24/2022","5/24/2022","EA H5N1","Bobcat"
"New York","Niagara","5/10/2022","5/19/2022","EA H5N1","Red fox"
"Iowa","Cedar","5/11/2022","5/18/2022","EA H5N1","Red fox"
"New York","Erie","4/27/2022","5/16/2022","EA H5N1","Red fox"
"New York","Erie","4/27/2022","5/16/2022","EA H5N1","Red fox"
"New York","St. Lawrence","4/15/2022","5/16/2022","EA H5N1","Red fox"
"New York","St Lawrence","4/15/2022","5/16/2022","EA H5N1","Red fox"
"New York","Tompkins","4/11/2022","5/16/2022","EA H5N1","Red fox"
"Wisconsin","Grant","5/6/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Grant","5/6/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Adams","5/3/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Adams","5/3/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Rock","4/19/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Dane","4/12/2022","5/13/2022","EA H5N1","Red fox"
"Wisconsin","Jefferson","4/11/2022","5/13/2022","EA H5N1","Red fox"
"Minnesota","Hennepin","5/10/2022","5/12/2022","EA H5N1","Red fox"
"Minnesota","Washington","5/10/2022","5/12/2022","EA H5N1","Red fox"
"Minnesota","Dakota","5/10/2022","5/12/2022","EA H5N1","Red fox"
"Minnesota","Hennepin","5/10/2022","5/12/2022","EA H5N1","Red fox"
"Iowa","Hancock","5/6/2022","5/11/2022","EA/AM H5N1","Red fox"
"Michigan","Lapeer","4/14/2022","5/11/2022","EA H5N1","Red fox"
"Michigan","St Clair","4/13/2022","5/11/2022","EA H5N1","Red fox"
"Michigan","Macomb","4/1/2022","5/11/2022","EA H5N1","Red fox"
"Michigan","Macomb","4/1/2022","5/11/2022","EA H5N1","Red fox"
"Minnesota","Anoka","4/22/2022","5/10/2022","EA H5N1","Red fox"
"Wisconsin","Dane","5/5/2022","5/6/2022","EA H5N1","Red fox"
"Wisconsin","Jefferson","4/9/2022","5/6/2022","EA H5N1","Red fox"
"Wisconsin","Jefferson","4/9/2022","5/6/2022","EA H5N1","Red fox"
"Wisconsin","Waushara","4/24/2022","5/5/2022","EA H5N1","Red fox"
"Wisconsin","Rock","4/19/2022","5/5/2022","EA H5N1","Red fox"
